address,subdistrict_code,rent,deposit,Let type,Furnish Type,Coucil Tax,PROPERTY TYPE,BEDROOMS,BATHROOMS,SIZE,avg_distance_to_nearest_station,nearest_station_count
"Philbeach Gardens, Earls Court",,2947,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,2,2,Ask agent,0.3,3
"Palace Gardens Terrace, W8",,2947,3400,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,1,1,Ask agent,0.3,3
"Cheval Place, London, SW7",SW7,2950,3403,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.4,3
"Prince Of Wales Terrace, 
Kensington, W8",,2968,3425,Long term,Furnished,Ask agent,Flat,1,1,475 sq ft,0.5,3
"Warwick Gardens, Kensington, London, W14",W14,2969,3425,Long term,Furnished,Ask agent,Flat,2,1,533 sq ft,0.4,3
"Philbeach Gardens, London, SW5 9EB, UK",,2970,0,Long term,Furnished,Ask agent,Apartment,,1,297 sq ft,0.3,3
"Courtfield Gardens,London,SW5",SW5,2990,0,Long term,Furnished,Ask agent,Flat,2,,Ask agent,0.3,3
"GLOUCESTER ROAD, London, SW7",SW7,2990,0,Long term,Furnished,Ask agent,Flat,2,1,563 sq ft,0.4,3
Holland Road,,2990,0,Long term,Furnished,Ask agent,Apartment,2,,Ask agent,0.4,3
"Warwick Chambers, Pater Street,London,W8",,2990,0,Long term,Furnished,Ask agent,Flat,2,,570 sq ft,0.5,3
"Old Brompton Road, London, SW5",SW5,2990,0,,Furnished,Ask agent,Flat,1,,Ask agent,0.3,3
"Shillingstone House, Russell Road, Kensington, W14",W14,2990,0,Long term,Furnished,Ask agent,Flat,2,2,Ask agent,0.4,3
"Coleherne Road, 
Earls Court, SW10",SW10,2990,1380,Long term,Furnished,Ask agent,Terraced,1,1,Ask agent,0.3,3
"Kensington High Street, Kensington, London, W8",,2999,3460,Long term,Furnished,Ask agent,Apartment,2,1,685 sq ft,0.4,3
"Eardley Crescent, Earls Court",,2999,0,Long term,Part furnished,Ask agent,Flat,2,1,Ask agent,0.3,3
"Old Brompton Road , Chelsea, SW5",SW5,2999,3460,Long term,Furnished,Ask agent,Flat,2,1,753 sq ft,0.3,3
"Old Brompton Road, London, SW7",SW7,2999,0,Long term,Furnished,Ask agent,Apartment,2,1,Ask agent,0.4,3
"Nevern Square, Earls Court",,2999,0,Long term,Part furnished,Ask agent,Flat,2,1,Ask agent,0.3,3
"Holland Road, London",,3000,3461,Long term,Furnished,Ask agent,Flat,2,2,Ask agent,0.4,3
"Cornwall Gardens, 
South Kensington, SW7",SW7,3000,0,Long term,Furnished,Ask agent,Flat,2,1,593 sq ft,0.4,3
"Warwick Gaedens, London, W14",W14,3000,0,Long term,Furnished,Ask agent,Apartment,3,1,Ask agent,0.4,3
"Longridge Road,London,SW5",SW5,3000,3461,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,3,2,Ask agent,0.4,3
"Warren House, 
Beckford Close, W14",W14,3000,3462,Long term,Furnished,Ask agent,Flat,2,2,937 sq ft,0.4,3
"Collingham Road, London, SW5",SW5,3000,0,,Furnished,Ask agent,Flat,1,,Ask agent,0.4,3
"Church Close, Kensington Church Street, London, W8",,3000,3461,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2,1,Ask agent,0.4,3
Warwick Gardens London W14,,3000,0,Long term,Furnished,Ask agent,Apartment,2,1,Ask agent,0.4,3
"Emperors Gate, London, SW7",SW7,3012,0,Long term,Furnished,Ask agent,Studio,,1,Ask agent,0.4,3
"5 Queensberry Place, London",,3012,3475,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.4,3
"De Vere Gardens, Kensington, London, W8",,3012,3475,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,2,1,729 sq ft,0.4,3
"Old Brompton Road, Earls Court, SW5",SW5,3012,3475,Long term,Furnished,Ask agent,Apartment,2,1,Ask agent,0.3,3
"Gordon Place, Kensington",,3012,3475,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.4,3
"Point West, South Kensington, London, SW7",SW7,3012,3475,Long term,Furnished,Ask agent,Flat,1,1,642 sq ft,0.3,3
"Sovereign Court, W8",,3012,0,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.4,3
"Philbeach Gardens, Earls Court, London, SW5",SW5,3012,3475,Long term,Furnished,Ask agent,Flat,2,1,588 sq ft,0.3,3
"Knaresborough Place, Earls Court, London, SW5",SW5,3012,3475,Long term,Furnished,Ask agent,Flat,2,2,788 sq ft,0.4,3
Kensington High Street London W14,,3012,3475,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.4,3
Kensington High Street London W14,,3012,3475,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.4,3
"Radnor Terrace, W14",W14,3012,3475,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.4,3
"Beatrix House, London, SW5",SW5,3029,3500,Long term,Furnished,Ask agent,Flat,2,2,Ask agent,0.3,3
"Brompton Road, London, SW3",SW3,3033,3500,Long term,Furnished,Ask agent,Penthouse,,1,Ask agent,0.5,3
Radnor Terrace Kensington W14,,3033,3500,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.3,3
"Courtfield Road, South Kensington, SW7",SW7,3033,3450,Long term,Furnished,Ask agent,Flat,2,1,Ask agent,0.3,3
"Old Brompton Road, South Kensington, London, SW7",SW7,3033,3500,Long term,Furnished,Ask agent,Flat,2,1,Ask agent,0.4,3
"Warwick Gardens, Kensington, London, W14",W14,3033,3500,Long term,Unfurnished,Ask agent,Apartment,2,1,652 sq ft,0.4,3
"Courtfield Road, South Kensington, London, SW7",SW7,3033,3500,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,2,1,Ask agent,0.3,3
"Kensington Green, W8",,3033,0,Long term,Unfurnished,Ask agent,,1,1,Ask agent,0.4,3
"Huntsmore House, W8",,3033,3500,Long term,Part furnished,Ask agent,Apartment,1,1,743 sq ft,0.4,3
"Brechin Place, South Kensington, London, SW7",SW7,3034,700,Short term,Ask agent,Ask agent,Flat,1,2,667 sq ft,0.4,3
"Cheniston Gardens, London, W8",,3250,0,Long term,Furnished,Ask agent,Apartment,2,1,Ask agent,0.5,3
"Warwick Gardens, Kensington, London, W14",W14,3034,3500,Long term,Furnished,Ask agent,Flat,2,1,604 sq ft,0.4,3
"Bute Street, South Kensington, London, SW7",SW7,3034,3500,Long term,Furnished,Ask agent,Flat,2,1,806 sq ft,0.4,3
"Grenville Place, South Kensington, London, SW7",SW7,3034,3500,Long term,Furnished,Ask agent,Flat,2,1,593 sq ft,0.4,3
"Stanhope Gardens, South Kensington, London, SW7",SW7,3034,700,Short term,Ask agent,Ask agent,Studio,,1,371 sq ft,0.3,3
"Queens Gate, South Kensington, London, SW7",SW7,3034,3500,Long term,Furnished,Ask agent,Flat,2,2,518 sq ft,0.5,3
"Rutland Gate, Knightsbridge, London, SW7",SW7,3034,3500,Long term,Part furnished,Ask agent,Flat,2,1,660 sq ft,0.5,3
"Grenville Place, SW7",SW7,3077,0,Long term,Part furnished,Ask agent,Flat,2,1,667 sq ft,0.4,3
"Philbeach Gardens, London, SW5 9EB, UK",,3090,0,Long term,Furnished,Ask agent,Apartment,,1,312 sq ft,0.3,3
"Old Brompton Road, London, SW5 0BE, UK",,3090,0,,Furnished,Ask agent,Apartment,1,1,430 sq ft,0.4,3
"Philbeach Gardens, London, SW5 9EB, UK",,3090,0,Long term,Furnished,Ask agent,Apartment,,1,230 sq ft,0.3,3
"Marlborough Court, Pembroke Road, London, W8",,3098,0,Long term,Ask agent,Ask agent,Apartment,2,1,Ask agent,0.5,3
"Cluny Mews, Earls Court, SW5",SW5,3098,0,,Furnished,Ask agent,Apartment,1,1,Ask agent,0.4,3
"Hogarth Road, London, SW5",SW5,3100,3577,,Furnished,Ask agent,Flat,2,1,Ask agent,0.3,3
Trebovir Road Earls Court SW5,,3100,0,Long term,Furnished,Ask agent,Flat,2,2,Ask agent,0.3,3
"Albert Hall Mansions, London, SW7",SW7,3100,3100,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.6,3
"Marlborough Court, 
Pembroke Road, W8",,3100,3577,Long term,Part furnished,Ask agent,Flat,2,1,700 sq ft,0.4,3
"Kensington High Street, Kensington, London, W8",,3100,3576,Long term,Furnished,Ask agent,Apartment,2,1,Ask agent,0.4,3
"Wrights Lane, Wrights Lane",,3120,0,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.4,3
"Consort Court, 
31 Wrights Lane, W8",,3120,3600,Long term,Furnished,Ask agent,Flat,1,1,593 sq ft,0.4,3
"South Edwardes Square,London,W8",,3142,0,Long term,Furnished,Ask agent,Flat,2,,766 sq ft,0.4,3
"Courtfield Gardens, South Kensington",,3142,0,Long term,Furnished,Ask agent,Flat,2,2,Ask agent,0.3,3
"Kensington Church Street, Kensington, W8",,3142,3625,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,2,2,Ask agent,0.3,3
"Lexham Gardens, London",,3142,0,Long term,Furnished,Ask agent,Apartment,2,1,Ask agent,0.4,3
"Cromwell Road, South Kensington, London, SW7",SW7,3142,3625,Long term,Furnished,Ask agent,Flat,2,2,765 sq ft,0.3,3
"Collingham Road, London, SW5",SW5,3142,0,,Furnished,Ask agent,Flat,1,1,646 sq ft,0.4,3
"Queen's Gate, London, SW7",SW7,3150,3635,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,1,1,Ask agent,0.5,3
"Earls Court Gardens, London, SW5",SW5,3181,3670,Long term,Furnished,Ask agent,Town House,2,1,Ask agent,0.3,3
"Vicarage Gate, Kensington",,3185,0,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.4,3
"Winchester Court, Kensington, London, W8",,3185,3675,Long term,Furnished,Ask agent,Apartment,1,1,530 sq ft,0.4,3
"Vicarage Gate, London, W8",,3185,0,Long term,Ask agent,Ask agent,Apartment,1,1,Ask agent,0.4,3
"Kensington Court (9), Kensington, London, W8",,3198,4038,Long term,Furnished,Ask agent,Flat,,1,Ask agent,0.5,3
"Cluny Mews, London, SW5 9AG",,3200,0,,Furnished,Ask agent,Flat,1,1,603 sq ft,0.3,3
"Kensington Mall, London, W8",,3200,3692,Long term,Furnished,Ask agent,Flat,2,1,Ask agent,0.2,3
"Penywern Road, 
Earls Court, SW5",SW5,3200,3692,Long term,Furnished,Ask agent,Flat,2,2,657 sq ft,0.3,3
"Bridgeman House, 1 Radnor Terrace, London, W14",W14,3207,0,Long term,Ask agent,Ask agent,Apartment,1,1,Ask agent,0.4,3
Radnor Terrace London W14,,3207,3700,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.4,3
"Emperors Gate, London, SW7",SW7,3228,0,Long term,Furnished,Ask agent,Studio,,1,Ask agent,0.4,3
"Trebovir Road, Earls Court, London, SW5",SW5,3250,3750,Long term,Furnished,Ask agent,Flat,2,1,935 sq ft,0.3,3
"Cornwall Gardens, South Kensington, London, SW7",SW7,3250,3750,Long term,Part furnished,Ask agent,Flat,2,1,753 sq ft,0.4,3
"Old Brompton Road, Earls Court, London, SW5",SW5,3250,750,Short term,Ask agent,Ask agent,Studio,,1,295 sq ft,0.3,3
"Winchester Court, Vicarage Gate, London, W8",,3250,3750,Long term,Ask agent,Ask agent,Apartment,2,1,Ask agent,0.4,3
"Elvaston Place, South Kensington, London, SW7",SW7,3250,3750,Long term,Part furnished,Ask agent,Flat,2,1,786 sq ft,0.4,3
"Rosary Gardens, South Kensington, London, SW7",SW7,3250,3750,Long term,Furnished,Ask agent,Flat,2,1,962 sq ft,0.4,3
"Gloucester Road, South Kensington, London, SW7",SW7,3250,3750,Long term,Furnished,Ask agent,Flat,2,2,652 sq ft,0.4,3
"Benson House, Radnor Terrace, Kensington W14",,3250,3750,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.3,3
Hyde Park Gate South Kensington SW7,,39000,45000,Short term,Furnished,Ask agent,Apartment,3,4,Ask agent,0.5,3
"Courtfield Road, South Kensington SW7",,3250,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,2,2,Ask agent,0.3,3
"Trebovir Road, 
Earls Court, SW5",SW5,3250,3750,Long term,Furnished,Ask agent,Flat,2,2,802 sq ft,0.3,3
Kensington Westside London W14,,3250,3750,Long term,Furnished,Ask agent,Apartment,2,2,Ask agent,0.4,3
"Palace Gardens Terrace, Kensington, London, W8",,3250,3750,Long term,Furnished,Ask agent,Flat,1,1,573 sq ft,0.3,3
"Holland Park, London, Royal Borough of Kensington and Chelsea, W11",W11,3250,0,Long term,Unfurnished,Ask agent,Flat,1,1,683 sq ft,0.4,3
"Elvaston Place, South Kensington",,3250,0,Long term,Furnished,Ask agent,Flat,2,1,Ask agent,0.4,3
"Coleherne Road, London, UK, London, SW10",SW10,3250,3750,Long term,Furnished,Ask agent,Studio,,1,603 sq ft,0.3,3
Elvaston Place SW7,,3250,3960,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.4,3
"Cresswell Gardens, London",,3250,0,Long term,Unfurnished,Ask agent,Flat,2,1,Ask agent,0.4,3
"Mall Chambers, Kensington, London, W8",,3250,750,Short term,Ask agent,Ask agent,Flat,1,1,376 sq ft,0.3,3
"Rutland Gate, London",,3250,3750,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.5,3
"Longridge Road, Earls Court, London, SW5",SW5,3250,3750,Long term,Furnished,Ask agent,Flat,2,1,751 sq ft,0.3,3
1 Radnor Terrace London W14,,3250,3750,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.4,3
"Beatrix House, London, SW5",SW5,3250,3750,Long term,Furnished,Ask agent,Flat,2,2,Ask agent,0.3,3
"Lexham Gardens, Kensington, London, W8",,3250,3750,Long term,Furnished,Ask agent,Maisonette,2,2,810 sq ft,0.4,3
"Elvaston Place, South Kensington, London, SW7",SW7,3250,3750,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.4,3
Warwick Gardens Kensington W14,,3250,3750,Short term,Furnished,Ask agent,Flat,,1,Ask agent,0.4,3
"Rutland Street, London, SW7",SW7,3250,3500,Long term,Furnished,Ask agent,Terraced,1,2,Ask agent,0.5,3
"Rosary Gardens, Chelsea, London, SW7",SW7,3250,3750,Long term,Furnished,Ask agent,Flat,2,1,575 sq ft,0.4,3
"Old Brompton Road, Knightsbridge",,3250,3750,Long term,Furnished,Ask agent,Apartment,2,2,994 sq ft,0.4,3
"Warwick Road, West Kensington, W14",W14,3250,0,Long term,Furnished,Ask agent,Apartment,2,2,776 sq ft,0.4,3
"Lexham Gardens, Kensington, London, W8",,3250,3750,Long term,Unfurnished,Ask agent,Apartment,2,2,Ask agent,0.3,3
"Southwell Gardens, South Kensington, London, SW7",SW7,3445,0,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.4,3
"Courtfield Gardens, London, SW5",SW5,3250,0,Long term,Furnished,Ask agent,Apartment,2,1,Ask agent,0.3,3
"Lexham Gardens, Kensington",,3250,0,Long term,Furnished,Ask agent,Flat,2,2,Ask agent,0.4,3
"Collingham Place, London, SW5",SW5,3250,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2,1,Ask agent,0.3,3
"Mall Chambers, 
Kensington Mall, W8",,3250,0,Short term,Furnished,Ask agent,Flat,1,1,376 sq ft,0.3,3
"Lexham Gardens, London, W8",,3250,0,Long term,Unfurnished,Ask agent,Flat,2,2,Ask agent,0.3,3
"Rosary Gardens, South Kensington, SW7",SW7,3250,3250,Long term,Unfurnished,Ask agent,Flat,1,1,Ask agent,0.4,3
"Wharfedale Street, London",,3250,0,Long term,Furnished,Ask agent,Flat,2,2,Ask agent,0.3,3
"Longridge Road, Earl's Court, SW5",SW5,3272,1510,Long term,Furnished,Ask agent,Apartment,2,1,Ask agent,0.4,3
"Earls Court Road, London, SW5 9AN, UK",,3290,0,Long term,Furnished,Ask agent,Apartment,1,1,549 sq ft,0.3,3
Kensington High Street London W14,,3293,3800,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.4,3
"Hornton Street, 
Kensington, W8",,3300,3808,Long term,Furnished,Ask agent,Flat,2,2,693 sq ft,0.4,3
"Cromwell Road, London",,3300,0,Long term,Ask agent,Ask agent,House,2,2,905 sq ft,0.4,3
"Kensington, London, W14",W14,3300,3300,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.4,3
"Kensington High Street, Kensington, London, W14",W14,3315,3825,Long term,Part furnished,Ask agent,Flat,1,1,508 sq ft,0.6,3
"Beckford Close, Warwick Road London W14",,3358,3875,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,2,2,Ask agent,0.4,3
"Holland Park Avenue, Notting Hill",,3358,0,Long term,Unfurnished,Ask agent,Flat,2,1,Ask agent,0.4,3
"Warren House, Beckford Close, Kensington, W14",W14,3358,0,Long term,Furnished,Ask agent,Flat,2,2,Ask agent,0.4,3
"Shaftesbury Place, 
135 Warwick Road, W14",W14,3358,3875,Long term,Furnished,Ask agent,Flat,2,1,959 sq ft,0.4,3
"Warwick Road, West Kensington",,3358,0,Long term,Ask agent,Ask agent,Flat,2,1,Ask agent,0.4,3
Warwick Road London W14,,3358,0,Long term,Furnished,Ask agent,Apartment,2,1,Ask agent,0.4,3
"Bridgeman House, Radnor Terrace, London W14",,3358,3875,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.4,3
"Princes Gate, London",,78000,0,Long term,Furnished,Ask agent,Terraced,7,6,Ask agent,0.5,3
"St Mary Abbots Court, 
Warwick Gardens, W14",W14,3358,3875,Long term,Unfurnished,Ask agent,Flat,2,1,917 sq ft,0.4,3
"Kensington High Street, Kensington, London, W8",,3402,3925,,Furnished,Ask agent,Apartment,1,1,Ask agent,0.4,3
"Holland Road, High Street Kensington, London, W14",W14,3445,795,Short term,Ask agent,Ask agent,Flat,1,1,422 sq ft,0.4,3
"Courtfield Road, South Kens, SW7",SW7,3445,0,Long term,Furnished,Ask agent,Flat,1,2,Ask agent,0.3,3
"Earls Court Square, Earls Court, London, SW5",SW5,3445,3975,Long term,Furnished,Ask agent,Flat,2,1,816 sq ft,0.3,3
"Earls Court Square, 
Earls Court, SW5",SW5,3445,3975,Long term,Furnished,Ask agent,Flat,2,1,817 sq ft,0.3,3
"Holland Park Gardens, London, W14",W14,3445,0,Long term,Ask agent,Ask agent,Apartment,2,2,Ask agent,0.4,3
"Kensington High Street, London, W14",W14,3445,0,Long term,Furnished,Ask agent,Flat,1,2,625 sq ft,0.4,3
Charles House 385 Kensington High Street W14,,3445,3975,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.4,3
"Southwell Gardens, South Kensington, London, SW7",SW7,3445,3975,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.4,3
"Charles House, Kensington High Street, W8",,3445,0,Long term,Furnished,Ask agent,Apartment,1,2,Ask agent,0.4,3
"Holland Park Gardens, Holland Park, London, W14",W14,3445,3975,Long term,Furnished,Ask agent,Flat,2,2,950 sq ft,0.4,3
"Kensington Court (4), Kensington, London, W8",,3449,4326,Long term,Furnished,Ask agent,Studio,,1,Ask agent,0.5,3
"Rosary Gardens, London, SW7",SW7,3450,3981,Long term,Furnished,Ask agent,Flat,2,1,Ask agent,0.3,3
"Chesterton Square, Pembroke Road",,3450,3980,Long term,Furnished,Ask agent,Flat,3,2,882 sq ft,0.4,3
"Warwick Gardens, Kensington, W14",W14,3467,0,Short term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.4,3
"Kempsford Gardens, Earls Court, London, SW5",SW5,3467,800,Short term,Ask agent,Ask agent,Flat,1,1,437 sq ft,0.3,3
"Warwick Gardens, W14",W14,3467,0,Short term,Furnished,Ask agent,Flat,1,2,Ask agent,0.4,3
"Ennismore Gardens, South Kensington, SW7",SW7,3467,4000,Long term,Unfurnished,Ask agent,Flat,2,1,892 sq ft,0.5,3
"Queen's Gate, London, SW7",SW7,3467,4000,Long term,Ask agent,Ask agent,Apartment,2,2,Ask agent,0.4,3
"Durrels House, High Street Kensington, London, W14",W14,3467,800,Short term,Ask agent,Ask agent,Flat,1,2,919 sq ft,0.4,3
"Durrels House, Warwick Gardens, W14",W14,3467,0,Short term,Ask agent,Ask agent,Apartment,1,1,Ask agent,0.4,3
"Canning Place Mews, Canning Place, London, W8",,3467,0,Long term,Furnished,Ask agent,Mews,2,2,807 sq ft,0.5,3
"Queen's Gate Place, South Kensington, SW7",SW7,3467,4000,Long term,Furnished,Ask agent,Apartment,2,2,907 sq ft,0.4,3
"Queen's Gate Mews, London, SW7",SW7,3467,4000,Long term,Ask agent,Ask agent,Apartment,2,1,Ask agent,0.4,3
"Kensington High Street, Kensington, London, W8",,3467,4000,Long term,Furnished,Ask agent,Flat,2,2,Ask agent,0.4,3
"Courtfield Gardens, London, SW5 0PJ, UK",,3490,0,,Furnished,Ask agent,Apartment,1,1,584 sq ft,0.4,3
"Cromwell Road, London, SW7",SW7,3497,0,Long term,Furnished,Ask agent,Flat,2,2,870 sq ft,0.3,3
"Warwick Lane, Kensington",,3497,0,Long term,Ask agent,Ask agent,Flat,1,1,Ask agent,0.4,3
"Campden Hill Road, Kensington",,3497,0,Long term,Unfurnished,Ask agent,Flat,3,2,"1,076 sq ft",0.3,3
"Kensington Mansions, Trebovir Road, London, SW5",SW5,3497,0,Long term,Furnished,Ask agent,Apartment,3,2,Ask agent,0.3,3
"Holland Park, London, Royal Borough of Kensington and Chelsea, W11",W11,3497,0,Long term,Unfurnished,Ask agent,Flat,2,1,683 sq ft,0.4,3
"Old Manor Yard, Earls Court, London, SW5",SW5,3497,4035,Long term,Unfurnished,Ask agent,Terraced,2,2,Ask agent,0.3,3
"Marloes Road, Kensington",,3497,0,Long term,Ask agent,Ask agent,Flat,2,1,Ask agent,0.3,3
"3 Cluny Mews, London, SW5",SW5,3500,0,,Furnished,Ask agent,Flat,1,,668 sq ft,0.3,3
"25 Palace Gate, London, W8",,3500,0,Long term,Unfurnished,Ask agent,Flat,1,1,560 sq ft,0.5,3
"Cromwell Road, London, SW7",SW7,3500,500,Short term,Furnished,Ask agent,Flat,1,1,441 sq ft,0.3,3
"Cromwell Road, South Kensington, London, SW7",SW7,3500,4039,Long term,Furnished,Ask agent,Flat,1,1,770 sq ft,0.3,3
"Earls Court Road, London, SW5 9AN, UK",,3500,0,Long term,Furnished,Ask agent,Apartment,2,1,861 sq ft,0.3,3
"Sherrin House, London, W14",W14,3500,0,Long term,Ask agent,Ask agent,Flat,1,1,624 sq ft,0.4,3
"Ashburn Gardens, 
South Kensington, SW7",SW7,3500,4038,Long term,Furnished,Ask agent,Flat,2,2,643 sq ft,0.3,3
"Point West, Cromwell Road, South Kensington, London SW7",,3500,4038,Long term,Furnished,Ask agent,Flat,2,2,Ask agent,0.3,3
"Stanhope Gardens, 
South Kensington, SW7",SW7,3500,4038,Long term,Unfurnished,Ask agent,Flat,1,1,"1,029 sq ft",0.3,3
"Gledhow Gardens, 
South Kensington, SW5",SW5,6175,8550,Long term,Part furnished,Ask agent,Flat,3,2,"1,785 sq ft",0.4,3
"Gloucester Road, South Kensington, London, SW7",SW7,3532,4075,Long term,Furnished,Ask agent,Flat,2,2,965 sq ft,0.4,3
"5 Queensberry Place, London",,3553,4100,Long term,Furnished,Ask agent,Flat,2,2,Ask agent,0.4,3
"Somerset Court, 79-81 Lexham Gardens",,3574,0,Long term,Furnished,Ask agent,Apartment,2,1,588 sq ft,0.4,3
"Lexham Gardens, London, W8",,3575,0,Long term,Furnished,Ask agent,Flat,2,2,Ask agent,0.3,3
Lexham Gardens London W8,,3575,4125,Long term,Unfurnished,Ask agent,Apartment,2,2,Ask agent,0.4,3
"Old Brompton Road, 
Earls Court, SW5",SW5,3575,4125,Long term,Part furnished,Ask agent,Flat,2,2,975 sq ft,0.3,3
"Lexham Gardens, Kensington, W8",,3575,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2,1,Ask agent,0.4,3
"Lexham Gardens, London, W8",,3575,0,Long term,Ask agent,Ask agent,Apartment,2,2,Ask agent,0.4,3
